	TAG	ID	KEGGID	EC	BIGG	KEGG	GENES	PATHWAY	FLUX
RC01816_X	r	RC01816_X	R01816	1.14.16.3	thbpt_X + anth_X + o2_X + h_X --> 3hanthrn_X + dhbpt_X + h2o_X	C00272_X + C00108_X + C00007_X + C00080_X --> C00632_X + C00268_X + C00001_X	Unknown	Tryptophan metabolism	0.02
RC01818_I	r	RC01818_I	R01818	5.4.2.8	[c] : man1p_I <==> man6p_I	C00636_I <==> C00275_I	F52B11.2_I	Fructose and mannose metabolism	0.0
RC01818_X	r	RC01818_X	R01818	5.4.2.8	[c] : man1p_X <==> man6p_X	C00636_X <==> C00275_X	F52B11.2_X	Fructose and mannose metabolism	-0.132626431858
RC01819_I	r	RC01819_I	R01819	5.3.1.8	[c] : man6p_I <==> f6p_I	C00275_I <==> C00085_I	C05C8.7_I | ZK632.4_I	Fructose and mannose metabolism	0.0
RC01819_X	r	RC01819_X	R01819	5.3.1.8	[c] : man6p_X <==> f6p_X	C00275_X <==> C00085_X	C05C8.7_X | ZK632.4_X	Fructose and mannose metabolism	-0.0536801714296
RC01827_I	r	RC01827_I	R01827	2.2.1.2	[c] : s7p_I + g3p_I <==> e4p_I + f6p_I	C05382_I + C00118_I <==> C00279_I + C00085_I	tald-1_I	Pentose phosphate pathway	0.0
RC01827_X	r	RC01827_X	R01827	2.2.1.2	[c] : s7p_X + g3p_X <==> e4p_X + f6p_X	C05382_X + C00118_X <==> C00279_X + C00085_X	tald-1_X	Pentose phosphate pathway	0.00999999999999
RC01829_I	r	RC01829_I	R01829	4.1.2.13	[c] : s17bp_I <==> dhap_I + e4p_I	C00447_I <==> C00111_I + C00279_I	aldo-2_I | aldo-1_I	Pentose phosphate pathway (indirect)	0.0368482398791
RC01829_X	r	RC01829_X	R01829	4.1.2.13	[c] : s17bp_X <==> dhap_X + e4p_X	C00447_X <==> C00111_X + C00279_X	aldo-2_X | aldo-1_X	Pentose phosphate pathway (indirect)	0.0853033080659
RC01830_I	r	RC01830_I	R01830	2.2.1.1	[c] : f6p_I + g3p_I <==> e4p_I + xu5p-D_I	C00085_I + C00118_I <==> C00279_I + C00231_I	tkt-1_I	Pentose phosphate pathway	-0.0368482398791
RC01830_X	r	RC01830_X	R01830	2.2.1.1	[c] : f6p_X + g3p_X <==> e4p_X + xu5p-D_X	C00085_X + C00118_X <==> C00279_X + C00231_X	tkt-1_X	Pentose phosphate pathway	-0.0953033080659
RC01843_I	r	RC01843_I	R01843	2.7.1.11	[c] : atp_I + s7p_I --> adp_I + h_I + s17bp_I	C00002_I + C05382_I --> C00008_I + C00080_I + C00447_I	pfk-1.2_I | pfk-1.1_I	Pentose phosphate pathway (indirect)	0.0368482398791
RC01843_X	r	RC01843_X	R01843	2.7.1.11	[c] : atp_X + s7p_X --> adp_X + h_X + s17bp_X	C00002_X + C05382_X --> C00008_X + C00080_X + C00447_X	pfk-1.2_X | pfk-1.1_X	Pentose phosphate pathway (indirect)	0.0853033080659
RC01844_I	r	RC01844_I	R01844	2.7.1.14	atp_I + sedh_I <==> adp_I + s7p_I + h_I	C00002_I + C02076_I <==> C00008_I + C05382_I + C00080_I	T25C8.1_I	Pentose phosphate pathway (indirect)	0.0
RC01844_X	r	RC01844_X	R01844	2.7.1.14	atp_X + sedh_X <==> adp_X + s7p_X + h_X	C00002_X + C02076_X <==> C00008_X + C05382_X + C00080_X	T25C8.1_X	Pentose phosphate pathway (indirect)	0.0
RC01855_I	r	RC01855_I	R01855	3.6.1.19	[c] : dgtp_I + h2o_I --> dgmp_I + h_I + ppi_I	C00286_I + C00001_I --> C00362_I + C00080_I + C00013_I	hap-1_I	Purine metabolism	-0.0
RC01855_X	r	RC01855_X	R01855	3.6.1.19	[c] : dgtp_X + h2o_X --> dgmp_X + h_X + ppi_X	C00286_X + C00001_X --> C00362_X + C00080_X + C00013_X	hap-1_X	Purine metabolism	0.00999999999999
RC01857_I	r	RC01857_I	R01857	2.7.4.6	[c] : atp_I + dgdp_I <==> adp_I + dgtp_I	C00002_I + C00361_I <==> C00008_I + C00286_I	R05G6.5_I | Y48G8AL.15_I | ndk-1_I	Purine metabolism	0.0
RC01857_X	r	RC01857_X	R01857	2.7.4.6	[c] : atp_X + dgdp_X <==> adp_X + dgtp_X	C00002_X + C00361_X <==> C00008_X + C00286_X	R05G6.5_X | Y48G8AL.15_X | ndk-1_X	Purine metabolism	0.0112022058277
RC01863_I	r	RC01863_I	R01863	2.4.2.1	[c] : ins_I + pi_I <==> hxan_I + r1p_I	C00294_I + C00009_I <==> C00262_I + C00620_I	K02D7.1_I	Purine metabolism	0.0
RC01863_X	r	RC01863_X	R01863	2.4.2.1	[c] : ins_X + pi_X <==> hxan_X + r1p_X	C00294_X + C00009_X <==> C00262_X + C00620_X	K02D7.1_X	Purine metabolism	0.0819884002468
RC01870_I	r	RC01870_I	R01870	2.4.2.10	[c] : orot5p_I + ppi_I <==> orot_I + prpp_I	C01103_I + C00013_I <==> C00295_I + C00119_I	R12E2.11_I | umps-1_I	Pyrimidine metabolism	0.0
RC01870_X	r	RC01870_X	R01870	2.4.2.10	[c] : orot5p_X + ppi_X <==> orot_X + prpp_X	C01103_X + C00013_X <==> C00295_X + C00119_X	R12E2.11_X | umps-1_X	Pyrimidine metabolism	-0.00999999999999
RC01876_I	r	RC01876_I	R01876	2.4.2.3	[c] : pi_I + uri_I <==> r1p_I + ura_I	C00009_I + C00299_I <==> C00620_I + C00106_I	upp-1_I	Pyrimidine metabolism	0.0
RC01876_X	r	RC01876_X	R01876	2.4.2.3	[c] : pi_X + uri_X <==> r1p_X + ura_X	C00009_X + C00299_X <==> C00620_X + C00106_X	upp-1_X	Pyrimidine metabolism	0.138133135626
RC01878_I	r	RC01878_I	R01878	3.5.4.5	[c] : cytd_I + h_I + h2o_I --> nh4_I + uri_I	C00475_I + C00080_I + C00001_I --> C00014_I + C00299_I	cdd-1_I | cdd-2_I	Pyrimidine metabolism	0.0771792959862
RC01878_X	r	RC01878_X	R01878	3.5.4.5	[c] : cytd_X + h_X + h2o_X --> nh4_X + uri_X	C00475_X + C00080_X + C00001_X --> C00014_X + C00299_X	cdd-1_X | cdd-2_X	Pyrimidine metabolism	-0.0
RC01890_I	r	RC01890_I	R01890	2.7.7.15	[c] : cholp_I + ctp_I + h_I <==> cdpchol_I + ppi_I	C00588_I + C00063_I + C00080_I <==> C00307_I + C00013_I	pcyt-1_I	Glycerophospholipid metabolism	0.0211457819476
RC01890_X	r	RC01890_X	R01890	2.7.7.15	[c] : cholp_X + ctp_X + h_X <==> cdpchol_X + ppi_X	C00588_X + C00063_X + C00080_X <==> C00307_X + C00013_X	pcyt-1_X	Glycerophospholipid metabolism	0.027711914503
RC01896_I	r	RC01896_I	R01896	1.1.1.14	[c] : nad_I + xylt_I <==> h_I + nadh_I + xylu-D_I	C00003_I + C00379_I <==> C00080_I + C00004_I + C00310_I	R04B5.5_I | R04B5.6_I	Pentose and glucuronate interconversions	0.0
RC01896_X	r	RC01896_X	R01896	1.1.1.14	[c] : nad_X + xylt_X <==> h_X + nadh_X + xylu-D_X	C00003_X + C00379_X <==> C00080_X + C00004_X + C00310_X	R04B5.5_X | R04B5.6_X	Pentose and glucuronate interconversions	0.0
RC01903_I	r	RC01903_I	R01903	1.1.1.12	[c] : abt_I + nad_I <==> h_I + nadh_I + xylu-L_I	C00532_I + C00003_I <==> C00080_I + C00004_I + C00312_I	Unknown	Pentose and glucuronate interconversions	0.0
RC01903_X	r	RC01903_X	R01903	1.1.1.12	[c] : abt_X + nad_X <==> h_X + nadh_X + xylu-L_X	C00532_X + C00003_X <==> C00080_X + C00004_X + C00312_X	Unknown	Pentose and glucuronate interconversions	0.0
RC01904_I	r	RC01904_I	R01904	1.1.1.10	[c] : h_I + nadph_I + xylu-L_I <==> nadp_I + xylt_I	C00080_I + C00005_I + C00312_I <==> C00006_I + C00379_I	dhs-21_I	Pentose and glucuronate interconversions	0.0
RC01904_X	r	RC01904_X	R01904	1.1.1.10	[c] : h_X + nadph_X + xylu-L_X <==> nadp_X + xylt_X	C00080_X + C00005_X + C00312_X <==> C00006_X + C00379_X	dhs-21_X	Pentose and glucuronate interconversions	0.0
RC01905_I	r	RC01905_I	R01905	4.1.1.34	[c] : 3dhguln_I + h_I --> co2_I + xylu-L_I	C00618_I + C00080_I --> C00011_I + C00312_I	Unknown	Pentose and glucuronate interconversions	-0.0
RC01905_X	r	RC01905_X	R01905	4.1.1.34	[c] : 3dhguln_X + h_X --> co2_X + xylu-L_X	C00618_X + C00080_X --> C00011_X + C00312_X	Unknown	Pentose and glucuronate interconversions	0.0
RC01909_I	r	RC01909_I	R01909	2.7.1.35	[c] : atp_I + pydxn_I --> adp_I + h_I + pdx5p_I	C00002_I + C00314_I --> C00008_I + C00080_I + C00627_I	pdxk-1_I	Vitamin B6 metabolism	-0.0
RC01909_X	r	RC01909_X	R01909	2.7.1.35	[c] : atp_X + pydxn_X --> adp_X + h_X + pdx5p_X	C00002_X + C00314_X --> C00008_X + C00080_X + C00627_X	pdxk-1_X	Vitamin B6 metabolism	-0.0
RC01920_I	r	RC01920_I	R01920	2.5.1.16	[c] : ametam_I + ptrc_I --> 5mta_I + h_I + spmd_I	C01137_I + C00134_I --> C00170_I + C00080_I + C00315_I	spds-1_I	Cysteine and methionine metabolism	-0.0
RC01920_X	r	RC01920_X	R01920	2.5.1.16	[c] : ametam_X + ptrc_X --> 5mta_X + h_X + spmd_X	C01137_X + C00134_X --> C00170_X + C00080_X + C00315_X	spds-1_X	Cysteine and methionine metabolism	-0.0
RC01923_I	r	RC01923_I	R01923	2.3.1.21	[c] : crn_I + pmtcoa_I --> coa_I + pmtcrn_I	C00318_I + C00154_I --> C00010_I + C02990_I	cpt-1_I | cpt-3_I | cpt-4_I | cpt-5_I | cpt-6_I	Fatty acid metabolism	0.0
RC01923_X	r	RC01923_X	R01923	2.3.1.21	[c] : crn_X + pmtcoa_X --> coa_X + pmtcrn_X	C00318_X + C00154_X --> C00010_X + C02990_X	cpt-1_X | cpt-3_X | cpt-4_X | cpt-5_X | cpt-6_X	Fatty acid metabolism	0.01
RC01926_I	r	RC01926_I	R01926	2.7.1.91	[c] : atp_I + sphings_ce_I --> adp_I + h_I + sphs1p_ce_I	C00002_I + CC0211_I --> C00008_I + C00080_I + CC0210_I	sphk-1_I	Sphingolipid metabolism	-0.0
RC01926_X	r	RC01926_X	R01926	2.7.1.91	[c] : atp_X + sphings_ce_X --> adp_X + h_X + sphs1p_ce_X	C00002_X + CC0211_X --> C00008_X + C00080_X + CC0210_X	sphk-1_X	Sphingolipid metabolism	-0.0
RC01931_I	r	RC01931_I	R01931	2.8.1.1	[c] : cyan_I + tsul_I <==> h_I + so3_I + tcynt_I	C01326_I + C00320_I <==> C00080_I + C00094_I + C01755_I	mpst-1_I | mpst-2_I | mpst-3_I | mpst-4_I | mpst-5_I | mpst-6_I | mpst-7_I	Miscellaneous	0.0
RC01931_X	r	RC01931_X	R01931	2.8.1.1	[c] : cyan_X + tsul_X <==> h_X + so3_X + tcynt_X	C01326_X + C00320_X <==> C00080_X + C00094_X + C01755_X	mpst-1_X | mpst-2_X | mpst-3_X | mpst-4_X | mpst-5_X | mpst-6_X | mpst-7_X	Miscellaneous	0.0
RC01938_I	r	RC01938_I	R01938	1.5.1.-	[c] : amuco_I + h_I + h2o_I + nadph_I --> 2oxoadp_I + nadp_I + nh4_I	C02220_I + C00080_I + C00001_I + C00005_I --> C00322_I + C00006_I + C00014_I	Unknown	Tryptophan metabolism	0.0
RC01938_X	r	RC01938_X	R01938	1.5.1.-	[c] : amuco_X + h_X + h2o_X + nadph_X --> 2oxoadp_X + nadp_X + nh4_X	C02220_X + C00080_X + C00001_X + C00005_X --> C00322_X + C00006_X + C00014_X	Unknown	Tryptophan metabolism	0.01
RC01951_I	r	RC01951_I	R01951	2.7.7.30	[c]: h_I + fuc1p-L_I + gtp_I <==> gdpfuc_I + ppi_I	C00080_I + C02985_I + C00044_I <==> C00325_I + C00013_I	K03H1.13_I	Fructose and mannose metabolism	0.0
RC01951_X	r	RC01951_X	R01951	2.7.7.30	[c]: h_X + fuc1p-L_X + gtp_X <==> gdpfuc_X + ppi_X	C00080_X + C02985_X + C00044_X <==> C00325_X + C00013_X	K03H1.13_X	Fructose and mannose metabolism	0.0
RC01956_I	r	RC01956_I	R01956	2.6.1.7	[c] : Lkynr_I + akg_I <==> 4aphdob_I + glu-L_I	C00328_I + C00026_I <==> C01252_I + C00025_I	nkat-1_I	Tryptophan metabolism	0.0
RC01956_X	r	RC01956_X	R01956	2.6.1.7	[c] : Lkynr_X + akg_X <==> 4aphdob_X + glu-L_X	C00328_X + C00026_X <==> C01252_X + C00025_X	nkat-1_X	Tryptophan metabolism	0.0
RC01959_I	r	RC01959_I	R01959	3.5.1.9	[c] : Lfmkynr_I + h2o_I --> Lkynr_I + for_I + h_I	C02700_I + C00001_I --> C00328_I + C00058_I + C00080_I	afmd-1_I	Tryptophan metabolism	0.0
RC01959_X	r	RC01959_X	R01959	3.5.1.9	[c] : Lfmkynr_X + h2o_X --> Lkynr_X + for_X + h_X	C02700_X + C00001_X --> C00328_X + C00058_X + C00080_X	afmd-1_X	Tryptophan metabolism	0.00828449299924
RC01960_I	r	RC01960_I	R01960	1.14.13.9	[c] : Lkynr_I + h_I + nadph_I + o2_I --> h2o_I + hLkynr_I + nadp_I	C00328_I + C00080_I + C00005_I + C00007_I --> C00001_I + C03227_I + C00006_I	kmo-2_I | kmo-1_I	Tryptophan metabolism	-0.0
RC01960_X	r	RC01960_X	R01960	1.14.13.9	[c] : Lkynr_X + h_X + nadph_X + o2_X --> h2o_X + hLkynr_X + nadp_X	C00328_X + C00080_X + C00005_X + C00007_X --> C00001_X + C03227_X + C00006_X	kmo-2_X | kmo-1_X	Tryptophan metabolism	0.01
RC01961_I	r	RC01961_I	R01961	2.7.1.1	[c] : atp_I + gam_I --> adp_I + gam6p_I + h_I	C00002_I + C00329_I --> C00008_I + C00352_I + C00080_I	hxk-1_I | hxk-2_I | hxk-3_I	Amino sugar and nucleotide sugar metabolism	-0.0
RC01961_X	r	RC01961_X	R01961	2.7.1.1	[c] : atp_X + gam_X --> adp_X + gam6p_X + h_X	C00002_X + C00329_X --> C00008_X + C00352_X + C00080_X	hxk-1_X | hxk-2_X | hxk-3_X	Amino sugar and nucleotide sugar metabolism	0.0126712533625
RC01968_I	r	RC01968_I	R01968	3.1.3.5	[c] : dgmp_I + h2o_I --> dgsn_I + pi_I	C00362_I + C00001_I --> C00330_I + C00009_I	F25B5.3_I | Y10G11A.1_I | Y71H10B.1_I	Purine metabolism	0.0192286834705
RC01968_X	r	RC01968_X	R01968	3.1.3.5	[c] : dgmp_X + h2o_X --> dgsn_X + pi_X	C00362_X + C00001_X --> C00330_X + C00009_X	F25B5.3_X | Y10G11A.1_X | Y71H10B.1_X	Purine metabolism	-0.0
RC01969_I	r	RC01969_I	R01969	2.4.2.1	[c] : dgsn_I + pi_I <==> 2dr1p_I + gua_I	C00330_I + C00009_I <==> C00672_I + C00242_I	K02D7.1_I	Purine metabolism	0.0192286834705
RC01969_X	r	RC01969_X	R01969	2.4.2.1	[c] : dgsn_X + pi_X <==> 2dr1p_X + gua_X	C00330_X + C00009_X <==> C00672_X + C00242_X	K02D7.1_X	Purine metabolism	0.0
RC01975_I	r	RC01975_I	R01975	1.1.1.35	[c] : aacoa_I + h_I + nadh_I <==> 3hbcoa_I + nad_I	C00332_I + C00080_I + C00004_I <==> C01144_I + C00003_I	F54C8.1_I | ech-8_I | ech-9_I | hacd-1_I	Fatty acid metabolism	0.0
RC01975_X	r	RC01975_X	R01975	1.1.1.35	[c] : aacoa_X + h_X + nadh_X <==> 3hbcoa_X + nad_X	C00332_X + C00080_X + C00004_X <==> C01144_X + C00003_X	F54C8.1_X | ech-8_X | ech-9_X | hacd-1_X	Fatty acid metabolism	0.0
RC01978_I	r	RC01978_I	R01978	2.3.3.10	[c] : aacoa_I + accoa_I + h2o_I --> coa_I + h_I + hmgcoa_I	C00332_I + C00024_I + C00001_I --> C00010_I + C00080_I + C00356_I	hmgs-1_I	Synthesis and degradation of ketone bodies	-0.0
RC01978_X	r	RC01978_X	R01978	2.3.3.10	[c] : aacoa_X + accoa_X + h2o_X --> coa_X + h_X + hmgcoa_X	C00332_X + C00024_X + C00001_X --> C00010_X + C00080_X + C00356_X	hmgs-1_X	Synthesis and degradation of ketone bodies	0.0149593604435
RC01987_I	r	RC01987_I	R01987	3.5.1.63	[c] : 4aabutn_I + h2o_I --> 4abut_I + ac_I	C02946_I + C00001_I --> C00334_I + C00033_I	Unknown	Arginine and proline metabolism	-0.0
RC01987_X	r	RC01987_X	R01987	3.5.1.63	[c] : 4aabutn_X + h2o_X --> 4abut_X + ac_X	C02946_X + C00001_X --> C00334_X + C00033_X	Unknown	Arginine and proline metabolism	0.01
RC01993_I	r	RC01993_I	R01993	3.5.2.3	[c] : dhor-S_I + h2o_I <==> cbasp_I + h_I	C00337_I + C00001_I <==> C00438_I + C00080_I	pyr-1_I	Pyrimidine metabolism	-0.01
RC01993_X	r	RC01993_X	R01993	3.5.2.3	[c] : dhor-S_X + h2o_X <==> cbasp_X + h_X	C00337_X + C00001_X <==> C00438_X + C00080_X	pyr-1_X	Pyrimidine metabolism	-0.01
RC01998_I	r	RC01998_I	R01998	1.1.1.192	alkylR1oh_I + h2o_I + (2) nad_I <==> Rtotal7_I + (2) nadh_I + (3) h_I	C00339_I + C00001_I + (2) C00003_I <==> CC0122_I + (2) C00004_I + (3) C00080_I	fard-1_I	Fatty acid metabolism	-0.01
RC01998_X	r	RC01998_X	R01998	1.1.1.192	alkylR1oh_X + h2o_X + (2) nad_X <==> Rtotal7_X + (2) nadh_X + (3) h_X	C00339_X + C00001_X + (2) C00003_X <==> CC0122_X + (2) C00004_X + (3) C00080_X	fard-1_X	Fatty acid metabolism	-0.0106733533109
RC02003_I	r	RC02003_I	R02003	2.5.1.10	[c] : grdp_I + ipdp_I --> frdp_I + ppi_I	C00341_I + C00129_I --> C00448_I + C00013_I	fdps-1_I	Terpenoid backbone biosynthesis	0.0
RC02003_X	r	RC02003_X	R02003	2.5.1.10	[c] : grdp_X + ipdp_X --> frdp_X + ppi_X	C00341_X + C00129_X --> C00448_X + C00013_X	fdps-1_X	Terpenoid backbone biosynthesis	0.0111017394758
RC02016_I	r	RC02016_I	R02016	1.8.1.9	[c] : h_I + nadph_I + trdox_I --> nadp_I + trdrd_I	C00080_I + C00005_I + C00343_I --> C00006_I + C00342_I	trxr-1_I	Pyrimidine metabolism	-0.0
RC02016_X	r	RC02016_X	R02016	1.8.1.9	[c] : h_X + nadph_X + trdox_X --> nadp_X + trdrd_X	C00080_X + C00005_X + C00343_X --> C00006_X + C00342_X	trxr-1_X	Pyrimidine metabolism	0.0157261992253
RC02017_I	r	RC02017_I	R02017	1.17.4.1	[c] : adp_I + trdrd_I --> dadp_I + h2o_I + trdox_I	C00008_I + C00342_I --> C00206_I + C00001_I + C00343_I	rnr-1_I & rnr-2_I & (F19G12.2_I | F58F9.1_I)	Purine metabolism	-0.0
RC02017_X	r	RC02017_X	R02017	1.17.4.1	[c] : adp_X + trdrd_X --> dadp_X + h2o_X + trdox_X	C00008_X + C00342_X --> C00206_X + C00001_X + C00343_X	rnr-1_X & rnr-2_X & (F19G12.2_X | F58F9.1_X)	Purine metabolism	0.00223266796579
RC02018_I	r	RC02018_I	R02018	1.17.4.1	[c] : trdrd_I + udp_I --> dudp_I + h2o_I + trdox_I	C00342_I + C00015_I --> C01346_I + C00001_I + C00343_I	rnr-1_I & rnr-2_I & (F19G12.2_I | F58F9.1_I)	Pyrimidine metabolism	-0.0
RC02018_X	r	RC02018_X	R02018	1.17.4.1	[c] : trdrd_X + udp_X --> dudp_X + h2o_X + trdox_X	C00342_X + C00015_X --> C01346_X + C00001_X + C00343_X	rnr-1_X & rnr-2_X & (F19G12.2_X | F58F9.1_X)	Pyrimidine metabolism	-0.0
RC02019_I	r	RC02019_I	R02019	1.17.4.1	[c] : gdp_I + trdrd_I --> dgdp_I + h2o_I + trdox_I	C00035_I + C00342_I --> C00361_I + C00001_I + C00343_I	rnr-1_I & rnr-2_I & (F19G12.2_I | F58F9.1_I)	Purine metabolism	0.0
RC02019_X	r	RC02019_X	R02019	1.17.4.1	[c] : gdp_X + trdrd_X --> dgdp_X + h2o_X + trdox_X	C00035_X + C00342_X --> C00361_X + C00001_X + C00343_X	rnr-1_X & rnr-2_X & (F19G12.2_X | F58F9.1_X)	Purine metabolism	0.00120220582773
RC02024_I	r	RC02024_I	R02024	1.17.4.1	[c] : cdp_I + trdrd_I --> dcdp_I + h2o_I + trdox_I	C00112_I + C00342_I --> C00705_I + C00001_I + C00343_I	rnr-1_I & rnr-2_I & (F19G12.2_I | F58F9.1_I)	Pyrimidine metabolism	-0.0
RC02024_X	r	RC02024_X	R02024	1.17.4.1	[c] : cdp_X + trdrd_X --> dcdp_X + h2o_X + trdox_X	C00112_X + C00342_X --> C00705_X + C00001_X + C00343_X	rnr-1_X & rnr-2_X & (F19G12.2_X | F58F9.1_X)	Pyrimidine metabolism	-0.0
RC02029_I	r	RC02029_I	R02029	3.1.3.27	[c] : h2o_I + pgp_I --> pglyc_I + pi_I	C00001_I + C03892_I --> C00344_I + C00009_I	ND	Glycerophospholipid metabolism	0.000859854817782
RC02029_X	r	RC02029_X	R02029	3.1.3.27	[c] : h2o_X + pgp_X --> pglyc_X + pi_X	C00001_X + C03892_X --> C00344_X + C00009_X	ND	Glycerophospholipid metabolism	-0.0
RC02030_I	r	RC02030_I	R02030	2.7.8.-	[c] : cdpdag_I + pglyc_I <==> clpn_I + cmp_I + h_I	C00269_I + C00344_I <==> C05980_I + C00055_I + C00080_I	crls-1_I	Glycerophospholipid metabolism	0.0
RC02030_X	r	RC02030_X	R02030	2.7.8.-	[c] : cdpdag_X + pglyc_X <==> clpn_X + cmp_X + h_X	C00269_X + C00344_X <==> C05980_X + C00055_X + C00080_X	crls-1_X	Glycerophospholipid metabolism	0.000859854817782
RC02035_I	r	RC02035_I	R02035	3.1.1.31	[c] : 6pgl_I + h2o_I --> 6pgc_I + h_I	C01236_I + C00001_I --> C00345_I + C00080_I	Y57G11C.3_I	Pentose phosphate pathway	-0.0
RC02035_X	r	RC02035_X	R02035	3.1.1.31	[c] : 6pgl_X + h2o_X --> 6pgc_X + h_X	C01236_X + C00001_X --> C00345_X + C00080_X	Y57G11C.3_X	Pentose phosphate pathway	0.01
RC02037_I	r	RC02037_I	R02037	2.1.1.103	amet_I + ethamp_I --> ahcys_I + methamp_I + h_I	C00019_I + C00346_I --> C00021_I + C01210_I + C00080_I	pmt-1_I	Glycerophospholipid metabolism	0.0
RC02037_X	r	RC02037_X	R02037	2.1.1.103	amet_X + ethamp_X --> ahcys_X + methamp_X + h_X	C00019_X + C00346_X --> C00021_X + C01210_X + C00080_X	pmt-1_X	Glycerophospholipid metabolism	0.01
RC02038_I	r	RC02038_I	R02038	2.7.7.14	[c] : ctp_I + ethamp_I + h_I <==> cdpea_I + ppi_I	C00063_I + C00346_I + C00080_I <==> C00570_I + C00013_I	C39D10.3_I | Y37E3.11_I	Glycerophospholipid metabolism	-0.059489147989
RC02038_X	r	RC02038_X	R02038	2.7.7.14	[c] : ctp_X + ethamp_X + h_X <==> cdpea_X + ppi_X	C00063_X + C00346_X + C00080_X <==> C00570_X + C00013_X	C39D10.3_X | Y37E3.11_X	Glycerophospholipid metabolism	-0.00703856119212
RC02051_I	r	RC02051_I	R02051	3.1.4.4	pe_I + h2o_I <==> etha_I + pa_pl_I + h_I	C00350_I + C00001_I <==> C00189_I + C00416_I + C00080_I	pld-1_I | (F09G2.8_I | T05C3.6_I | Y51A2D.13_I)	Glycerophospholipid metabolism	-0.059489147989
RC02051_X	r	RC02051_X	R02051	3.1.4.4	pe_X + h2o_X <==> etha_X + pa_pl_X + h_X	C00350_X + C00001_X <==> C00189_X + C00416_X + C00080_X	pld-1_X | (F09G2.8_X | T05C3.6_X | Y51A2D.13_X)	Glycerophospholipid metabolism	-0.0368847705336
RC02053_I	r	RC02053_I	R02053	3.1.1.4	pe_I + h2o_I --> Rtotal2_I + acg3pe_I + h_I	C00350_I + C00001_I --> CC0001_I + C04438_I + C00080_I	ipla-1_I | ipla-2_I | ipla-3_I | ipla-4_I | ipla-5_I | ipla-6_I | ipla-7_I | C07E3.9_I | Y69A2AL.2_I	Glycerophospholipid metabolism	-0.0
RC02053_X	r	RC02053_X	R02053	3.1.1.4	pe_X + h2o_X --> Rtotal2_X + acg3pe_X + h_X	C00350_X + C00001_X --> CC0001_X + C04438_X + C00080_X	ipla-1_X | ipla-2_X | ipla-3_X | ipla-4_X | ipla-5_X | ipla-6_X | ipla-7_X | C07E3.9_X | Y69A2AL.2_X	Glycerophospholipid metabolism	-0.0
RC02055_I	r	RC02055_I	R02055	4.1.1.65	[c] : h_I + ps_I --> co2_I + pe_I	C00080_I + C02737_I --> C00011_I + C00350_I	psd-1_I	Glycerophospholipid metabolism	-0.0
RC02055_X	r	RC02055_X	R02055	4.1.1.65	[c] : h_X + ps_X --> co2_X + pe_X	C00080_X + C02737_X --> C00011_X + C00350_X	psd-1_X	Glycerophospholipid metabolism	0.01
RC02057_I	r	RC02057_I	R02057	2.7.8.1	[c] : cdpea_I + dag_pl_I <==> cmp_I + h_I + pe_I	C00570_I + C00641_I <==> C00055_I + C00080_I + C00350_I	F54D7.2_I | cept-2_I	Glycerophospholipid metabolism	-0.059489147989
RC02057_X	r	RC02057_X	R02057	2.7.8.1	[c] : cdpea_X + dag_pl_X <==> cmp_X + h_X + pe_X	C00570_X + C00641_X <==> C00055_X + C00080_X + C00350_X	F54D7.2_X | cept-2_X	Glycerophospholipid metabolism	-0.0171806408012
RC02058_I	r	RC02058_I	R02058	2.3.1.4	[c] : accoa_I + gam6p_I --> acgam6p_I + coa_I + h_I	C00024_I + C00352_I --> C00357_I + C00010_I + C00080_I	gna-1_I | gna-2_I	Amino sugar and nucleotide sugar metabolism	-0.0
RC02058_X	r	RC02058_X	R02058	2.3.1.4	[c] : accoa_X + gam6p_X --> acgam6p_X + coa_X + h_X	C00024_X + C00352_X --> C00357_X + C00010_X + C00080_X	gna-1_X | gna-2_X	Amino sugar and nucleotide sugar metabolism	0.0271155400624
RC02059_I	r	RC02059_I	R02059	3.5.1.25	[c] : acgam6p_I + h2o_I --> ac_I + gam6p_I	C00357_I + C00001_I --> C00033_I + C00352_I	F59B2.3_I	Amino sugar and nucleotide sugar metabolism	-0.0
RC02059_X	r	RC02059_X	R02059	3.5.1.25	[c] : acgam6p_X + h2o_X --> ac_X + gam6p_X	C00357_X + C00001_X --> C00033_X + C00352_X	F59B2.3_X	Amino sugar and nucleotide sugar metabolism	-0.0
RC02061_I	r	RC02061_I	R02061	2.5.1.29	[c] : frdp_I + ipdp_I --> ppi_I + ttc-ggdp_I	C00448_I + C00129_I --> C00013_I + C00353_I	coq-1_I | fdps-1_I	Terpenoid backbone biosynthesis	0.0
RC02061_X	r	RC02061_X	R02061	2.5.1.29	[c] : frdp_X + ipdp_X --> ppi_X + ttc-ggdp_X	C00448_X + C00129_X --> C00013_X + C00353_X	coq-1_X | fdps-1_X	Terpenoid backbone biosynthesis	0.000107738213046
RC02078_I	r	RC02078_I	R02078	1.14.18.1	[c] : (2) 34dhphe_I + o2_I --> (2) dopaqn_I + (2) h2o_I	(2) C00355_I + C00007_I --> (2) C00822_I + (2) C00001_I	tyr-1_I | tyr-2_I | tyr-3_I | tyr-4_I | tyr-5_I | tyr-6_I	Tyrosine metabolism	0.0
