	TAG	ID	KEGGID	EC	BIGG	KEGG	GENES	PATHWAY	LB	UB	BIO0010_X	BIO0010_I	RCC0005_X	RCC0005_I
964	r	RC01227_X	R01227	3.1.3.5	[c] : gmp_X + h2o_X --> gsn_X + pi_X	C00144_X + C00001_X --> C00387_X + C00009_X	F25B5.3_X | Y10G11A.1_X | Y71H10B.1_X	Purine metabolism	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
965	r	RC01229_I	R01229	2.4.2.7;2.4.2.8	[c] : gua_I + prpp_I --> gmp_I + ppi_I	C00242_I + C00119_I --> C00144_I + C00013_I	T19B4.3_I | hprt-1_I	Purine metabolism	-0.0	1000.0	-0.0	0.0228228268931	-0.0	0.025284659285
966	r	RC01229_X	R01229	2.4.2.7;2.4.2.8	[c] : gua_X + prpp_X --> gmp_X + ppi_X	C00242_X + C00119_X --> C00144_X + C00013_X	T19B4.3_X | hprt-1_X	Purine metabolism	-0.0	1000.0	0.0404215203138	0.0	0.025284659285	0.0
967	r	RC01230_I	R01230	6.3.5.2	[c] : atp_I + nh4_I + xmp_I --> amp_I + gmp_I + (2) h_I + ppi_I	C00002_I + C00014_I + C00655_I --> C00020_I + C00144_I + (2) C00080_I + C00013_I	gmps-1_I	Purine metabolism	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
968	r	RC01230_X	R01230	6.3.5.2	[c] : atp_X + nh4_X + xmp_X --> amp_X + gmp_X + (2) h_X + ppi_X	C00002_X + C00014_X + C00655_X --> C00020_X + C00144_X + (2) C00080_X + C00013_X	gmps-1_X	Purine metabolism	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
969	r	RC01231_I	R01231	6.3.5.2	[c] : atp_I + gln-L_I + h2o_I + xmp_I --> amp_I + glu-L_I + gmp_I + (2) h_I + ppi_I	C00002_I + C00064_I + C00001_I + C00655_I --> C00020_I + C00025_I + C00144_I + (2) C00080_I + C00013_I	gmps-1_I	Purine metabolism	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
970	r	RC01231_X	R01231	6.3.5.2	[c] : atp_X + gln-L_X + h2o_X + xmp_X --> amp_X + glu-L_X + gmp_X + (2) h_X + ppi_X	C00002_X + C00064_X + C00001_X + C00655_X --> C00020_X + C00025_X + C00144_X + (2) C00080_X + C00013_X	gmps-1_X	Purine metabolism	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
971	r	RC01234_I	R01234	3.1.4.17	[c] : 35cgmp_I + h2o_I --> gmp_I + h_I	C00942_I + C00001_I --> C00144_I + C00080_I	 pde-1_I | pde-2_I | pde-3_I | pde-5_I	Purine metabolism	-0.0	1000.0	-0.0	-0.0	0.0	-0.0
972	r	RC01234_X	R01234	3.1.4.17	[c] : 35cgmp_X + h2o_X --> gmp_X + h_X	C00942_X + C00001_X --> C00144_X + C00080_X	 pde-1_X | pde-2_X | pde-3_X | pde-5_X	Purine metabolism	-0.0	1000.0	-0.0	0.0	0.0	0.0
973	r	RC01252_I	R01252	1.14.11.2	[r] : akg_I + o2_I + pro-L_I --> 4hpro-LT_I + co2_I + succ_I	C00026_I + C00007_I + C00148_I --> C01157_I + C00011_I + C00042_I	C14E2.4_I | Y43F8B.19_I | dpy-18_I | phy-2_I | phy-3_I | phy-4_I	Arginine and proline metabolism	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
974	r	RC01252_X	R01252	1.14.11.2	[r] : akg_X + o2_X + pro-L_X --> 4hpro-LT_X + co2_X + succ_X	C00026_X + C00007_X + C00148_X --> C01157_X + C00011_X + C00042_X	C14E2.4_X | Y43F8B.19_X | dpy-18_X | phy-2_X | phy-3_X | phy-4_X	Arginine and proline metabolism	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
975	r	RC01262_I	R01262	2.3.2.2	[c] : ala-L_I + gthrd_I --> cgly_I + gluala_I	C00041_I + C00051_I --> C01419_I + C03740_I	C53D5.5_I | H14N18.4_I | T03D8.6_I | T19H12.6_I | Y7A9A.1_I | Y97E10AR.2_I	Glutathione metabolism	-0.0	1000.0	0.0	-0.0	0.0	-0.0
976	r	RC01262_X	R01262	2.3.2.2	[c] : ala-L_X + gthrd_X --> cgly_X + gluala_X	C00041_X + C00051_X --> C01419_X + C03740_X	C53D5.5_X | H14N18.4_X | T03D8.6_X | T19H12.6_X | Y7A9A.1_X | Y97E10AR.2_X	Glutathione metabolism	-0.0	1000.0	-0.0	-0.0	0.0	-0.0
977	r	RC01266_I	R01266	3.2.2.11	acBgamamAsn_I + h2o_I <==> acgam_I + asn-L_I	C04540_I + C00001_I <==> C00140_I + C00152_I	Unknown	Protein modification by hydroxylation	-1000.0	1000.0	0.0	0.0	0.0	0.0
978	r	RC01266_X	R01266	3.2.2.11	acBgamamAsn_X + h2o_X <==> acgam_X + asn-L_X	C04540_X + C00001_X <==> C00140_X + C00152_X	Unknown	Protein modification by hydroxylation	-1000.0	1000.0	0.0	0.0	0.0	0.0
979	r	RC01268_I	R01268	3.5.1.19	[c] : h2o_I + ncam_I --> nac_I + nh4_I	C00001_I + C00153_I --> C00253_I + C00014_I	pnc-1_I | pnc-2_I	Nicotinate and nicotinamide metabolism	-0.0	1000.0	-0.0	-0.0	-0.0	0.0
980	r	RC01268_X	R01268	3.5.1.19	[c] : h2o_X + ncam_X --> nac_X + nh4_X	C00001_X + C00153_X --> C00253_X + C00014_X	pnc-1_X | pnc-2_X	Nicotinate and nicotinamide metabolism	-0.0	1000.0	0.0	0.0	0.0	-0.0
981	r	RC01269_I	R01269	2.1.1.1	[c] : amet_I + ncam_I --> ahcys_I + 1mncam_I	C00019_I + C00153_I --> C00021_I + C02918_I	anmt-1_I | anmt-3_I	Nicotinate and nicotinamide metabolism	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
982	r	RC01269_X	R01269	2.1.1.1	[c] : amet_X + ncam_X --> ahcys_X + 1mncam_X	C00019_X + C00153_X --> C00021_X + C02918_X	anmt-1_X | anmt-3_X	Nicotinate and nicotinamide metabolism	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
983	r	RC01274_I	R01274	3.1.2.22	[c] : h2o_I + pmtcoa_I --> coa_I + h_I + hdca_I	C00001_I + C00154_I --> C00010_I + C00080_I + C00249_I	ppt-1_I	Fatty acid elongation	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
984	r	RC01274_X	R01274	3.1.2.22	[c] : h2o_X + pmtcoa_X --> coa_X + h_X + hdca_X	C00001_X + C00154_X --> C00010_X + C00080_X + C00249_X	ppt-1_X	Fatty acid elongation	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
985	r	RC01280_I	R01280	6.2.1.3	[c] : atp_I + coa_I + hdca_I --> amp_I + pmtcoa_I + ppi_I	C00002_I + C00010_I + C00249_I --> C00020_I + C00154_I + C00013_I	acs-2_I | acs-3_I | acs-4_I | acs-5_I | acs-13_I | acs-15_I | acs-17_I | acs-18_I	Fatty acid metabolism	-0.0	1000.0	0.0567116254594	0.125878140543	0.0	0.13560335896
986	r	RC01280_X	R01280	6.2.1.3	[c] : atp_X + coa_X + hdca_X --> amp_X + pmtcoa_X + ppi_X	C00002_X + C00010_X + C00249_X --> C00020_X + C00154_X + C00013_X	acs-2_X | acs-3_X | acs-4_X | acs-5_X | acs-13_X | acs-15_X | acs-17_X | acs-18_X	Fatty acid metabolism	-0.0	1000.0	0.0788917335011	0.00972521841715	0.13560335896	0.0
987	r	RC01281_I	R01281	2.3.1.50	[c] : h_I + fa17p0isocoa_I + ser-L_I --> 3dsphgn_ce_I + co2_I + coa_I	C00080_I + CC0095_I + C00065_I --> CC0206_I + C00011_I + C00010_I	sptl-1_I | sptl-2_I | sptl-3_I	Sphingolipid metabolism	-0.0	1000.0	0.00889404522973	0.00889643147277	0.0	-0.0
988	r	RC01281_X	R01281	2.3.1.50	[c] : h_X + fa17p0isocoa_X + ser-L_X --> 3dsphgn_ce_X + co2_X + coa_X	C00080_X + CC0095_X + C00065_X --> CC0206_X + C00011_X + C00010_X	sptl-1_X | sptl-2_X | sptl-3_X	Sphingolipid metabolism	-0.0	1000.0	-0.0	0.0	0.0	-0.0
989	r	RC01290_I	R01290	4.2.1.22	[c] : hcys-L_I + ser-L_I <==> cyst-L_I + h2o_I	C00155_I + C00065_I <==> C02291_I + C00001_I	cbs-1_I | cbs-2_I	Glycine, serine and threonine metabolism	-1000.0	1000.0	0.0	0.073147939603	0.0	0.14474181561
990	r	RC01290_X	R01290	4.2.1.22	[c] : hcys-L_X + ser-L_X <==> cyst-L_X + h2o_X	C00155_X + C00065_X <==> C02291_X + C00001_X	cbs-1_X | cbs-2_X	Glycine, serine and threonine metabolism	-1000.0	1000.0	0.073167142852	0.0	0.14474181561	0.0
991	r	RC01301_I	R01301	3.1.2.23	[c] : 4hbzcoa_I + h2o_I --> 4hbz_I + coa_I + h_I	C02949_I + C00001_I --> C00156_I + C00010_I + C00080_I	Unknown	Ubiquinone and other terpenoid-quinone biosynthesis	-0.0	1000.0	0.0	0.0	-0.0	0.0
992	r	RC01301_X	R01301	3.1.2.23	[c] : 4hbzcoa_X + h2o_X --> 4hbz_X + coa_X + h_X	C02949_X + C00001_X --> C00156_X + C00010_X + C00080_X	Unknown	Ubiquinone and other terpenoid-quinone biosynthesis	-0.0	1000.0	0.0	0.0	0.0	0.0
993	r	RC01310_I	R01310	3.1.4.4	[c] : h2o_I + pchol_I --> chol_I + h_I + pa_pl_I	C00001_I + C00157_I --> C00114_I + C00080_I + C00416_I	pld-1_I | (F09G2.8_I | T05C3.6_I | Y51A2D.13_I)	Glycerophospholipid metabolism	-0.0	1000.0	-0.0	-0.0	-0.0	0.0
994	r	RC01310_X	R01310	3.1.4.4	[c] : h2o_X + pchol_X --> chol_X + h_X + pa_pl_X	C00001_X + C00157_X --> C00114_X + C00080_X + C00416_X	pld-1_X | (F09G2.8_X | T05C3.6_X | Y51A2D.13_X)	Glycerophospholipid metabolism	-0.0	1000.0	-0.0	-0.0	0.0	-0.0
995	r	RC01315_I	R01315	3.1.1.4	[c] : h2o_I + pchol_I --> Rtotal2_I + h_I + lpchol_I	C00001_I + C00157_I --> CC0001_I + C00080_I + C04230_I	ipla-1_I | ipla-2_I | ipla-3_I | ipla-4_I | ipla-5_I | ipla-6_I | ipla-7_I | C07E3.9_I | Y69A2AL.2_I	Glycerophospholipid metabolism	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
996	r	RC01315_X	R01315	3.1.1.4	[c] : h2o_X + pchol_X --> Rtotal2_X + h_X + lpchol_X	C00001_X + C00157_X --> CC0001_X + C00080_X + C04230_X	ipla-1_X | ipla-2_X | ipla-3_X | ipla-4_X | ipla-5_X | ipla-6_X | ipla-7_X | C07E3.9_X | Y69A2AL.2_X	Glycerophospholipid metabolism	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
997	r	RC01318_I	R01318	2.3.1.23	Rtotal2coa_I + lpchol_I <==> coa_I + pchol_I	CC0002_I + C04230_I <==> C00010_I + C00157_I	mboa-6_I	Glycerophospholipid metabolism	-1000.0	1000.0	-0.0801704294896	-0.00175441649856	0.0	0.0
998	r	RC01318_X	R01318	2.3.1.23	Rtotal2coa_X + lpchol_X <==> coa_X + pchol_X	CC0002_X + C04230_X <==> C00010_X + C00157_X	mboa-6_X	Glycerophospholipid metabolism	-1000.0	1000.0	0.078416483569	0.0	0.0	0.0
999	r	RC01321_I	R01321	2.7.8.2	[c] : cdpchol_I + dag_pl_I <==> cmp_I + h_I + pchol_I	C00307_I + C00641_I <==> C00055_I + C00080_I + C00157_I	cept-2_I	Glycerophospholipid metabolism	-1000.0	1000.0	0.0807304087818	0.046305681479	0.0	0.0
1000	r	RC01321_X	R01321	2.7.8.2	[c] : cdpchol_X + dag_pl_X <==> cmp_X + h_X + pchol_X	C00307_X + C00641_X <==> C00055_X + C00080_X + C00157_X	cept-2_X	Glycerophospholipid metabolism	-1000.0	1000.0	-0.0344371476324	0.0	0.0	0.0
1001	r	RC01326_I	R01326	2.7.1.1	[c] : atp_I + man_I --> adp_I + h_I + man6p_I	C00002_I + C00159_I --> C00008_I + C00080_I + C00275_I	hxk-1_I | hxk-2_I | hxk-3_I	Fructose and mannose metabolism	-0.0	1000.0	-0.0	0.0422661948113	0.0	0.0
1002	r	RC01326_X	R01326	2.7.1.1	[c] : atp_X + man_X --> adp_X + h_X + man6p_X	C00002_X + C00159_X --> C00008_X + C00080_X + C00275_X	hxk-1_X | hxk-2_X | hxk-3_X	Fructose and mannose metabolism	-0.0	1000.0	0.0422548579721	0.0	0.0	0.0
1003	r	RC01334_I	R01334	3.1.3.18	[c] : 2pglyc_I + h2o_I --> glyclt_I + pi_I	C00988_I + C00001_I --> C00160_I + C00009_I	 C53A3.2_I | F44E7.2_I | K09H11.7_I	Glyoxylate and dicarboxylate metabolism	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
1004	r	RC01334_X	R01334	3.1.3.18	[c] : 2pglyc_X + h2o_X --> glyclt_X + pi_X	C00988_X + C00001_X --> C00160_X + C00009_X	 C53A3.2_X | F44E7.2_X | K09H11.7_X	Glyoxylate and dicarboxylate metabolism	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
1005	r	RC01351_I	R01352	3.1.1.23	[c] : h2o_I + mag_I <==> Rtotal4_I + glyc_I + h_I	C00001_I + C01885_I <==> CC0083_I + C00116_I + C00080_I	abhd-12_I	Glycerolipid metabolism	-1000.0	1000.0	0.0	0.0112913244379	0.0	0.0
1006	r	RC01351_X	R01352	3.1.1.23	[c] : h2o_X + mag_X <==> Rtotal4_X + glyc_X + h_X	C00001_X + C01885_X <==> CC0083_X + C00116_X + C00080_X	abhd-12_X	Glycerolipid metabolism	-1000.0	1000.0	0.0112913244379	0.0	0.0112913244379	0.0112913244379
1007	r	RC01357_I	R01357	6.2.1.16	[c] : acac_I + atp_I + coa_I --> aacoa_I + amp_I + ppi_I	C00164_I + C00002_I + C00010_I --> C00332_I + C00020_I + C00013_I	sur-5_I	Butanoate metabolism	-0.0	1000.0	0.0819091653443	0.109698360408	-0.0	-0.0
1008	r	RC01357_X	R01357	6.2.1.16	[c] : acac_X + atp_X + coa_X --> aacoa_X + amp_X + ppi_X	C00164_X + C00002_X + C00010_X --> C00332_X + C00020_X + C00013_X	sur-5_X	Butanoate metabolism	-0.0	1000.0	0.0241685181664	-0.0	-0.0	-0.0
1009	r	RC01364_I	R01364	3.7.1.2	[c] : 4fumacac_I + h2o_I --> acac_I + fum_I + h_I	C01061_I + C00001_I --> C00164_I + C00122_I + C00080_I	fah-1_I	Tyrosine metabolism	-0.0	1000.0	0.0	0.0	0.0	0.293056865608
1010	r	RC01364_X	R01364	3.7.1.2	[c] : 4fumacac_X + h2o_X --> acac_X + fum_X + h_X	C01061_X + C00001_X --> C00164_X + C00122_X + C00080_X	fah-1_X	Tyrosine metabolism	-0.0	1000.0	0.0	0.0	0.304348190046	0.0112913244379
1011	r	RC01372_I	R01372	1.13.11.27	[c] : o2_I + phpyr_I --> 2hyoxplac_I + co2_I	C00007_I + C00166_I --> C05852_I + C00011_I	C31H2.4_I | hpd-1_I	Phenylalanine metabolism	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
1012	r	RC01372_X	R01372	1.13.11.27	[c] : o2_X + phpyr_X --> 2hyoxplac_X + co2_X	C00007_X + C00166_X --> C05852_X + C00011_X	C31H2.4_X | hpd-1_X	Phenylalanine metabolism	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
1013	r	RC01375_I	R01375	2.6.1.64	gln-L_I + phpyr_I <==> akgm_I + phe-L_I	C00064_I + C00166_I <==> C00940_I + C00079_I	nkat-1_I	Phenylalanine metabolism (indirect)	-1000.0	1000.0	0.0	0.0	0.0	0.0
1014	r	RC01375_X	R01375	2.6.1.64	gln-L_X + phpyr_X <==> akgm_X + phe-L_X	C00064_X + C00166_X <==> C00940_X + C00079_X	nkat-1_X	Phenylalanine metabolism (indirect)	-1000.0	1000.0	0.0	0.0	0.0	0.0
1015	r	RC01378_I	R01378	5.3.2.1	phpyr_I <==> enphpyr_I	C00166_I <==> C02763_I	mif-1_I	Phenylalanine metabolism	-1000.0	1000.0	0.0	0.0	0.0	0.0
1016	r	RC01378_X	R01378	5.3.2.1	phpyr_X <==> enphpyr_X	C00166_X <==> C02763_X	mif-1_X	Phenylalanine metabolism	-1000.0	1000.0	0.0	0.0	0.0	0.0
1017	r	RC01384_I	R01384	4.1.1.35	[g] : h_I + udpglcur_I --> co2_I + udpxyl_I	C00080_I + C00167_I --> C00011_I + C00190_I	sqv-1_I	Starch and sucrose metabolism	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
1018	r	RC01384_X	R01384	4.1.1.35	[g] : h_X + udpglcur_X --> co2_X + udpxyl_X	C00080_X + C00167_X --> C00011_X + C00190_X	sqv-1_X	Starch and sucrose metabolism	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
1019	r	RC01393_I	R01393	4.1.1.40	[c] : h_I + hpyr_I --> co2_I + gcald_I	C00080_I + C00168_I --> C00011_I + C00266_I	Unknown	Glyoxylate and dicarboxylate metabolism	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
1020	r	RC01393_X	R01393	4.1.1.40	[c] : h_X + hpyr_X --> co2_X + gcald_X	C00080_X + C00168_X --> C00011_X + C00266_X	Unknown	Glyoxylate and dicarboxylate metabolism	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
1021	r	RC01397_I	R01397	2.1.3.2	[c] : asp-L_I + cbp_I --> cbasp_I + h_I + pi_I	C00049_I + C00169_I --> C00438_I + C00080_I + C00009_I	pyr-1_I	Pyrimidine metabolism	-0.0	1000.0	0.0	0.0	0.0	0.0
1022	r	RC01397_X	R01397	2.1.3.2	[c] : asp-L_X + cbp_X --> cbasp_X + h_X + pi_X	C00049_X + C00169_X --> C00438_X + C00080_X + C00009_X	pyr-1_X	Pyrimidine metabolism	-0.0	1000.0	0.0	0.0	0.0	0.0
1023	r	RC01402_I	R01402	2.4.2.28	[c] : 5mta_I + pi_I <==> 5mdr1p_I + ade_I	C00170_I + C00009_I <==> C04188_I + C00147_I	B0228.7_I	Cysteine and methionine metabolism	-1000.0	1000.0	0.0	0.0	0.0	0.0
1024	r	RC01402_X	R01402	2.4.2.28	[c] : 5mta_X + pi_X <==> 5mdr1p_X + ade_X	C00170_X + C00009_X <==> C04188_X + C00147_X	B0228.7_X	Cysteine and methionine metabolism	-1000.0	1000.0	0.0	0.0	0.0	0.0
1025	r	RC01410_I	R01410	Unknown	cyan_I + acald_I + nh4_I <==> aprop_I + h2o_I	C01326_I + C00084_I + C00014_I <==> C05714_I + C00001_I	Unknown	Cyanoamino acid metabolism	-1000.0	1000.0	0.0	0.0	0.0	0.0
1026	r	RC01410_X	R01410	Unknown	cyan_X + acald_X + nh4_X <==> aprop_X + h2o_X	C01326_X + C00084_X + C00014_X <==> C05714_X + C00001_X	Unknown	Cyanoamino acid metabolism	-1000.0	1000.0	0.0	0.0	0.0	0.0
1027	r	RC01415_I	R01415	1.3.1.2	[c] : 56dthm_I + nadp_I <==> h_I + nadph_I + thym_I	C00906_I + C00006_I <==> C00080_I + C00005_I + C00178_I	dpyd-1_I	Pyrimidine metabolism	-1000.0	1000.0	0.0	-0.020015866273	0.0	-0.024587840715
1028	r	RC01415_X	R01415	1.3.1.2	[c] : 56dthm_X + nadp_X <==> h_X + nadph_X + thym_X	C00906_X + C00006_X <==> C00080_X + C00005_X + C00178_X	dpyd-1_X	Pyrimidine metabolism	-1000.0	1000.0	-0.0200170925896	0.0	-0.024587840715	0.0
1029	r	RC01431_I	R01431	1.1.1.21	[c] : h_I + nadph_I + xyl-D_I <==> nadp_I + xylt_I	C00080_I + C00005_I + C00181_I <==> C00006_I + C00379_I	Y39G8B.1_I	Pentose and glucuronate interconversions	-1000.0	1000.0	0.0	0.0	0.0	0.0
1030	r	RC01431_X	R01431	1.1.1.21	[c] : h_X + nadph_X + xyl-D_X <==> nadp_X + xylt_X	C00080_X + C00005_X + C00181_X <==> C00006_X + C00379_X	Y39G8B.1_X	Pentose and glucuronate interconversions	-1000.0	1000.0	0.0	0.0	0.0	0.0
1031	r	RC01463_I	R01463	1.14.13.17	[r] : chsterol_I + h_I + nadph_I + o2_I --> h2o_I + nadp_I + xol7a_I	C00187_I + C00080_I + C00005_I + C00007_I --> C00001_I + C00006_I + C03594_I	TBD	Primary bile acid biosynthesis	-0.0	1000.0	0.0	0.0	0.0	0.0
1032	r	RC01463_X	R01463	1.14.13.17	[r] : chsterol_X + h_X + nadph_X + o2_X --> h2o_X + nadp_X + xol7a_X	C00187_X + C00080_X + C00005_X + C00007_X --> C00001_X + C00006_X + C03594_X	TBD	Primary bile acid biosynthesis	-0.0	1000.0	-0.0	0.0	-0.0	0.0
1033	r	RC01468_I	R01468	2.7.1.82	[c] : atp_I + etha_I --> adp_I + ethamp_I + h_I	C00002_I + C00189_I --> C00008_I + C00346_I + C00080_I	ckc-1_I | (cka-1_I | cka-2_I | ckb-1_I | ckb-2_I | ckb-3_I)	Glycerophospholipid metabolism	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
1034	r	RC01468_X	R01468	2.7.1.82	[c] : atp_X + etha_X --> adp_X + ethamp_X + h_X	C00002_X + C00189_X --> C00008_X + C00346_X + C00080_X	ckc-1_X | (cka-1_X | cka-2_X | ckb-1_X | ckb-2_X | ckb-3_X)	Glycerophospholipid metabolism	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
1035	r	RC01470_I	R01470	3.1.4.46	[c] : g3pe_I + h2o_I --> etha_I + glyc3p_I + h_I	C01233_I + C00001_I --> C00189_I + C00093_I + C00080_I	T12B3.3_I | T22G5.1_I | ZC155.4_I	Glycerophospholipid metabolism	-0.0	1000.0	0.096914943752	0.096914943752	0.096914943752	0.096914943752
1036	r	RC01470_X	R01470	3.1.4.46	[c] : g3pe_X + h2o_X --> etha_X + glyc3p_X + h_X	C01233_X + C00001_X --> C00189_X + C00093_X + C00080_X	T12B3.3_X | T22G5.1_X | ZC155.4_X	Glycerophospholipid metabolism	-0.0	1000.0	0.0	0.0	0.0	0.0
1037	r	RC01481_I	R01481	1.1.1.19	[r] : glcur_I + h_I + nadph_I <==> guln_I + nadp_I	C00191_I + C00080_I + C00005_I <==> C00800_I + C00006_I	Unknown	Pentose and glucuronate interconversions	-1000.0	1000.0	0.0	0.0	0.0	0.0
1038	r	RC01481_X	R01481	1.1.1.19	[r] : glcur_X + h_X + nadph_X <==> guln_X + nadp_X	C00191_X + C00080_X + C00005_X <==> C00800_X + C00006_X	Unknown	Pentose and glucuronate interconversions	-1000.0	1000.0	0.0	0.0	0.0	0.0
1039	r	RC01483_I	R01483	3.1.1.19	[r] : glcur_I + h_I <==> glac_I + h2o_I	C00191_I + C00080_I <==> C02670_I + C00001_I	Unknown	Ascorbate and aldarate metabolism	-1000.0	1000.0	0.0	0.0	0.0	0.0
1040	r	RC01483_X	R01483	3.1.1.19	[r] : glcur_X + h_X <==> glac_X + h2o_X	C00191_X + C00080_X <==> C02670_X + C00001_X	Unknown	Ascorbate and aldarate metabolism	-1000.0	1000.0	0.0	0.0	0.0	0.0
1041	r	RC01494_I	R01494	3.5.1.23	[l] : crm_ce_I + h2o_I --> Rtotal_I + sphings_ce_I	CC0205_I + C00001_I --> C00162_I + CC0211_I	W02F12.2_I | (asah-2_I | asah-1_I)	Sphingolipid metabolism	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
1042	r	RC01494_X	R01494	3.5.1.23	[l] : crm_ce_X + h2o_X --> Rtotal_X + sphings_ce_X	CC0205_X + C00001_X --> C00162_X + CC0211_X	W02F12.2_X | (asah-2_X | asah-1_X)	Sphingolipid metabolism	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
1043	r	RC01495_I	R01495	2.7.1.138	[c] : atp_I + crm_ce_I --> adp_I + crmp_ce_I + h_I	C00002_I + CC0205_I --> C00008_I + CC0202_I + C00080_I	cerk-1_I	Sphingolipid metabolism	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
1044	r	RC01495_X	R01495	2.7.1.138	[c] : atp_X + crm_ce_X --> adp_X + crmp_ce_X + h_X	C00002_X + CC0205_X --> C00008_X + CC0202_X + C00080_X	cerk-1_X	Sphingolipid metabolism	-0.0	1000.0	-0.0	0.0	-0.0	-0.0
1045	r	RC01496_I	R01496	2.3.1.24	Rtotalcoa_I + sphings_ce_I <==> coa_I + crm_ce_I + h_I	C00040_I + CC0211_I <==> C00010_I + CC0205_I + C00080_I	hyl-1_I | hyl-2_I | lagr-1_I	Sphingolipid metabolism	-1000.0	1000.0	-0.00889404522968	0.0	0.0	0.0
1046	r	RC01496_X	R01496	2.3.1.24	Rtotalcoa_X + sphings_ce_X <==> coa_X + crm_ce_X + h_X	C00040_X + CC0211_X <==> C00010_X + CC0205_X + C00080_X	hyl-1_X | hyl-2_X | lagr-1_X	Sphingolipid metabolism	-1000.0	1000.0	0.00889404522968	0.0	0.0	0.0
1047	r	RC01497_I	R01497	2.4.1.80	[r] : crm_ce_I + udpg_I --> gluside_ce_I + h_I + udp_I	CC0205_I + C00029_I --> CC0213_I + C00080_I + C00015_I	cgt-1_I | cgt-2_I | cgt-3_I	Sphingolipid metabolism	-0.0	1000.0	0.0	-0.0	-0.0	-0.0
1048	r	RC01497_X	R01497	2.4.1.80	[r] : crm_ce_X + udpg_X --> gluside_ce_X + h_X + udp_X	CC0205_X + C00029_X --> CC0213_X + C00080_X + C00015_X	cgt-1_X | cgt-2_X | cgt-3_X	Sphingolipid metabolism	-0.0	1000.0	-0.0	-0.0	-0.0	-0.0
1049	r	RC01498_I	R01498	3.2.1.45	[c] : gluside_ce_I + h2o_I --> crm_ce_I + glc-D_I	CC0213_I + C00001_I --> CC0205_I + C00031_I	(R08F11.1_I | hpo-13_I) | (gba-1_I | gba-2_I | gba-3_I | gba-4_I)	Sphingolipid metabolism	-0.0	1000.0	-0.0	0.0	-0.0	-0.0
1050	r	RC01498_X	R01498	3.2.1.45	[c] : gluside_ce_X + h2o_X --> crm_ce_X + glc-D_X	CC0213_X + C00001_X --> CC0205_X + C00031_X	(R08F11.1_X | hpo-13_X) | (gba-1_X | gba-2_X | gba-3_X | gba-4_X)	Sphingolipid metabolism	-0.0	1000.0	-0.0	-0.0	0.0	0.0
1051	r	RC01500_I	R01500	2.7.1.47	udpgal_I + crm_ce_I <==> udp_I + galside_ce_I + h_I	C00052_I + CC0205_I <==> C00015_I + CC0212_I + C00080_I	TBD	Sphingolipid metabolism	-1000.0	1000.0	0.0	0.0	0.0	0.0
1052	r	RC01500_X	R01500	2.7.1.47	udpgal_X + crm_ce_X <==> udp_X + galside_ce_X + h_X	C00052_X + CC0205_X <==> C00015_X + CC0212_X + C00080_X	TBD	Sphingolipid metabolism	-1000.0	1000.0	0.0	0.0	0.0	0.0
1053	r	RC01512_I	R01512	2.7.2.3	[c] : atp_I + 3pg_I <==> adp_I + 13dpg_I	C00002_I + C00197_I <==> C00008_I + C00236_I	pgk-1_I	Glycolysis / Gluconeogenesis	-1000.0	1000.0	-0.461772362927	-1.32532093685	-0.1820307479	-1.9219407479
1054	r	RC01512_X	R01512	2.7.2.3	[c] : atp_X + 3pg_X <==> adp_X + 13dpg_X	C00002_X + C00197_X <==> C00008_X + C00236_X	pgk-1_X	Glycolysis / Gluconeogenesis	-1000.0	1000.0	-0.889066724539	-0.0300511010555	-1.75120132444	-0.0112913244379
1055	r	RC01513_I	R01513	1.1.1.95	[c] : 3pg_I + nad_I <==> 3php_I + h_I + nadh_I	C00197_I + C00003_I <==> C03232_I + C00080_I + C00004_I	C31C9.2_I	Glycine, serine and threonine metabolism	-1000.0	1000.0	0.461772362927	1.51702457767	0.37176508443	5.47506930877
